GEOID20,POP20,votes_dem,votes_gop,WHITEPOP (non-Hisp),BLACKPOP,HISPLATPOP
29165030309,5276,1185.320437,1227.879532,3867,499,405
29165030310,3755,931.9180902,1042.100111,3191,90,213
29165030401,7497,1515.760688,2032.702958,6467,131,328
29165030501,2921,526.2292358,660.1437819,2382,125,164
29165030502,3182,561.9289777,687.622295,2620,141,196
29165030601,1909,381.4623958,520.4964082,1530,73,121
29165030602,5886,1308.114748,1952.218843,5348,24,169
29165030700,3525,830.2655417,1076.752662,3270,12,79
29165980000,12,2.2478548,2.575223,6,0,5
29167960101,2315,325.6115472,586.3074236,2100,8,44
29167960102,3964,626.578382,1052.58424,3625,19,101
29167960201,2439,370.6013614,568.2188217,2259,6,33
29167960202,4726,751.2963535,1220.31762,4331,24,128
29167960301,2924,474.2075162,775.948194,2720,0,53
29167960302,5632,785.1446028,1369.166105,5063,57,172
29167960401,4173,563.0822364,967.5509042,3681,102,135
29167960402,5346,674.328502,1172.824655,4903,31,125
29169470101,4023,684.1384742,1233.034441,3608,17,135
29169470102,3176,513.7452701,945.8543176,2869,24,89
29169470286,5608,320.1533057,459.1150225,3650,648,629
29169470288,4389,218.3361956,294.0223472,2426,719,523
29169470289,3827,190.3788152,256.3735526,2253,559,375
29169470389,7816,388.8165193,523.5996039,4255,1508,1481
29169470390,1978,98.39803928,132.5076788,960,317,459
29169470401,5173,575.725664,843.837519,3532,566,491
29169470402,7515,769.5285247,1072.615882,4944,938,777
29169470501,3416,452.9465077,765.3348004,2897,87,135
29169470502,1931,210.3915233,373.6252602,1735,12,54
29169470601,3129,155.6559481,209.6140184,1673,619,570
29169470602,1974,98.5177618,132.6856002,1063,308,361
29171960100,2617,365.9340616,640.0883932,2540,5,29
29171960200,2064,322.3301679,560.9224242,1906,7,83
29173470100,3288,621.3467173,963.0844711,3037,40,27
29173470200,3893,595.1248539,987.6655413,3653,59,42
29173470300,3174,561.9611463,891.5218532,3023,15,27
29175490100,3741,726.80149,1205.6605,3497,18,51
29175490200,3290,596.5327967,944.8517008,2986,66,66
29175490300,4604,591.3479869,749.7566281,3724,383,136
29175490400,3240,593.6886257,786.9943673,2733,173,67
29175490500,4514,559.9781217,768.5296436,3817,196,157
29175490600,5327,771.0760426,1199.231079,4514,525,95
29177080001,2524,514.8103487,733.7402529,2281,9,59
29177080002,4895,964.0591499,1359.870468,4425,12,122
29177080100,3180,581.7402081,862.8723705,3022,10,34
29177080201,3358,499.1434547,664.206125,2896,96,87
29177080202,3283,489.1839954,651.0476334,2881,63,108
29177080300,5918,1234.729511,1643.207596,5388,43,170
29179380100,2659,388.1402262,618.6649524,2434,27,49
29179380200,3437,587.1272253,996.8727193,3235,9,50
29181870100,3354,588.7373152,1107.993947,3069,4,47
29181870200,2003,366.713525,646.6649045,1870,5,27
29181870300,3455,536.0441402,938.5953654,3225,16,38
29181870400,1867,311.9494643,564.5235621,1721,6,15
29183310100,2064,536.7222227,697.4065409,1919,18,24
29183310201,6187,1170.623829,1237.336508,5068,447,225
29183310202,3602,841.1838915,1011.387281,2962,361,78
29183310301,4068,995.2288084,1136.91606,3599,126,109
29183310302,3980,961.4038579,975.236462,3263,260,141
29183310400,2035,493.1618227,477.0076603,1740,70,67
29183310501,3872,270.2915178,262.6908921,2779,264,548
29183310502,2467,284.3597378,275.6332123,1901,290,80
29183310601,3757,400.1635561,427.3295229,2882,232,337
29183310602,5680,1304.34045,1553.031832,5002,196,162
29183310700,5232,1003.0889,1069.4774,3890,467,492
29183310801,2487,532.4305744,562.5489609,2018,201,85
29183310802,5946,878.2742863,953.6870831,4832,397,271
29183310901,2375,479.5307719,498.5173971,1640,410,91
29183310902,5318,1167.857843,1270.136104,4011,335,548
29183310903,4051,894.79663,962.0660158,3201,388,137
29183311001,4271,645.4191398,716.4309949,3246,293,228
29183311003,3149,590.9686842,594.6799415,2204,444,194
29183311004,5736,792.7281266,829.8055135,4058,634,237
29183311103,6533,1507.549672,2090.086629,5880,139,131
29183311114,5253,1327.321792,1618.548044,4565,194,151
29183311122,7301,1739.349549,1979.850639,5734,648,282
29183311124,6907,1430.939296,1702.288087,5427,249,220
29183311132,3499,916.8773015,1161.944559,3153,72,78
29183311145,4388,1114.03589,1317.220371,3736,145,153
29183311146,4488,932.4246396,1055.042136,3587,249,158
29183311147,4031,1031.979653,1196.623595,3380,208,131
29183311148,4317,1144.809906,1360.612398,3784,122,160
29183311149,3835,928.5348601,1077.426982,3207,147,179
29183311150,4720,1203.614427,1360.242819,3990,153,177
29183311151,6413,1337.92105,1603.609746,5093,313,196
29183311152,4590,1081.322296,1350.322775,4071,114,84
29183311153,6886,1414.789469,1803.855399,5483,283,214
29183311154,5387,1238.722223,1503.166666,4582,158,159
29183311203,6154,1413.415168,1622.309025,5054,359,216
29183311211,5470,1336.078685,1510.165932,4291,446,163
29183311212,4243,975.1713919,1063.821045,3312,258,185
29183311221,3613,833.5821233,964.2831215,3051,158,103
29183311294,3826,937.2532319,1088.884756,3269,146,117
29183311296,4110,1180.407997,1345.029174,3595,136,106
29183311311,5880,1390.944444,1510.777778,4652,387,240
29183311312,7417,1651.435025,1917.164081,6255,333,302
29183311322,6787,1629.198532,1958.876088,5669,342,190
29183311331,4631,1119.925524,1339.187757,3998,171,172
29183311391,4831,1253.365659,1421.217915,4072,208,198
29183311422,6035,1430.6843,1691.188987,5084,283,220
29183311500,2205,420.477102,460.3492752,1714,46,318
29183311602,5980,1077.941097,1229.112811,4994,305,233
29183311603,2780,607.7135136,727.6064443,2298,160,114
29183311604,3164,698.3684729,856.1062159,2769,97,78
29183311712,4889,988.4444442,1185.555555,3844,242,336
29183311721,3765,875.8329743,1059.726382,3092,193,134
29183311732,7074,1660.512383,1971.134424,5921,262,308
29183311733,2272,518.6670265,626.4402852,1884,121,104
29183311734,4233,899.666668,1035.166667,3335,355,197
29183311735,5970,1372.952019,1650.707332,5015,292,222
29183311737,3461,776.15643,983.5864831,2828,166,101
29183311738,4465,715.4546817,903.7468501,3325,267,463
29183311739,4551,1074.505605,1358.914117,3775,142,137
29183311740,2096,516.4297489,659.1292852,1899,38,40
29183311801,6250,1316.209678,1757.640077,5388,284,178
29183311802,6220,1208.206684,1477.433421,5291,228,246
29183311903,6030,1222.216947,1459.238451,5066,312,215
29183311904,6462,1348.838179,1745.139391,5342,348,218
29183311907,6223,1180.363144,1432.246032,4997,494,217
29183311908,4475,808.4361538,1105.999234,3783,182,172
29183311909,5174,1267.379563,1662.910639,4614,113,124
29183312001,3228,686.8515633,1054.579338,2995,38,74
29183312002,4221,783.6694815,1094.577371,3682,162,103
29183312003,6938,915.5245684,1396.32397,6117,190,239
29183312094,5765,879.2459352,1159.142119,4447,643,236
29183312095,6470,1164.989591,1574.027516,5263,501,229
29183312096,9026,857.6085441,1202.527543,7599,514,247
29183312192,6266,949.5683007,1395.516657,5395,218,225
29183312193,8915,1646.57179,2211.385061,7717,368,252
29183312194,3488,105.5166679,166.5244153,3168,103,54
29183312195,3318,164.8004797,265.0143078,2723,191,186
29183312204,5155,1381.235277,1981.330985,4834,27,89
29183312206,4721,928.3117869,1372.006089,4306,67,92
29183312207,4286,612.3474943,741.3601901,3242,206,407
29183312208,5118,730.8981642,981.5726081,4260,199,192
29183312209,4489,581.6440846,791.6682793,3794,206,149
29183312300,2730,718.5283593,867.4631916,2425,39,74
29183312400,5555,1156.704381,1345.669045,4544,321,266
29183980000,12,3.01599417,4.08215196,5,0,3
29185480100,3529,594.6733766,933.4298928,3286,7,59
29185480200,2712,528.5496674,895.7300631,2521,3,46
29185480300,3043,453.9087752,728.0402263,2760,16,73
29186960101,3714,693.6191225,993.6920946,3475,6,54
29186960102,2527,473.6563507,732.1276014,2376,9,24
29186960200,5539,886.1835471,1116.447052,4893,278,119
29186960300,4083,844.2890954,1174.149944,3929,17,35
29186960400,2616,517.2518855,771.6944203,2454,10,37
29187950103,2875,584.1276447,796.9472945,2673,9,45
29187950104,2096,298.734494,462.4559766,1887,13,38
29187950105,1763,283.6588243,435.6165565,1647,8,19
29187950106,2850,492.7856069,805.0202719,2646,17,27
29187950300,7835,883.4271212,1242.416084,6066,1276,121
29187950401,3190,494.5002064,828.4598488,2987,11,28
29187950402,3908,500.027677,710.1634849,3445,78,123
29187950600,2822,498.833344,841.723164,2615,3,34
29187950701,2557,422.7447194,697.4061803,2409,36,29
29187950702,3118,502.327589,787.3115987,2961,12,32
29187950703,3375,531.8336354,766.9117947,3101,36,58
29187950801,2536,372.6798586,480.3621682,2303,26,54
29187950802,4065,586.8501834,868.2187742,3646,64,64
29187950901,2398,369.8181066,464.3629093,2163,21,47
29187950902,7399,676.7159008,884.0466167,5991,878,189
29187951001,2455,339.0169608,481.8390999,2221,57,27
29187951002,4238,625.8310221,921.6944246,3921,60,57
29187951101,2308,295.6139009,430.6891963,2036,27,37
29187951102,5134,932.3035119,1315.965918,4756,26,60
29189210101,1400,351.4742664,249.9049482,449,863,25
29189210102,3961,866.676624,483.3540636,651,3049,71
29189210200,5585,969.8649158,507.8784463,505,4842,51
29189210300,2985,585.2334174,350.4096013,474,2324,52
29189210400,4142,1330.457019,661.5230331,190,3798,30
29189210501,3164,887.4971144,420.3025686,90,2938,65
29189210502,3305,835.1651602,376.2513014,122,3054,37
29189210600,6645,1702.559199,914.6123473,1051,5366,86
29189210702,5984,1391.529547,747.8361373,570,5048,118
29189210703,3550,991.1528963,530.5715176,494,2821,77
29189210704,3950,748.3333328,363.6666666,172,3595,47
29189210803,4898,1557.301492,966.7580434,1030,3592,52
29189210805,6080,1993.884262,993.8236837,587,5213,107
29189210806,6151,1938.83507,942.8199971,360,5490,85
29189210807,5760,1954.590222,1016.986488,476,4980,73
29189210808,3620,1245.894461,628.3274264,302,3117,40
29189210912,7155,2269.32812,1540.784468,1977,4662,130
29189210921,4072,1077.077479,705.522907,1214,2426,126
29189210923,5399,1294.945864,998.7658194,2234,2587,175
29189210924,4456,1288.551196,830.5006734,1121,2972,131
29189210925,5419,1378.67599,949.7917331,1704,3219,178
29189210926,2578,654.4555564,542.0843746,1161,1173,80
29189210927,4681,1710.243207,1158.679213,1430,2913,70
29189210928,4477,1627.185231,977.8433043,978,3165,78
29189211001,4302,1158.08285,783.215498,1425,2493,123
29189211002,3368,925.9060738,673.4511358,1397,1700,74
29189211101,7056,1585.003788,1191.190712,3071,3420,203
29189211102,5002,1406.821592,885.9090069,1200,3528,87
29189211201,5337,1167.202314,851.2572966,2158,2690,195
29189211202,3298,789.7022395,716.6216444,2249,783,84
29189211301,6432,1326.088994,1197.732199,3671,1965,239
29189211331,6067,1402.004114,1192.76379,3370,2005,168
29189211332,6293,1379.450616,1268.479066,3487,1847,382
29189211333,4918,1351.396484,1154.624226,2372,2024,127
29189211334,4258,975.339189,833.067338,2355,1470,129
29189211401,5325,1116.972245,975.6750234,2753,1890,294
29189211402,2274,465.4601738,319.1919819,758,1286,63
29189211500,2989,783.0958862,391.5936607,162,2591,94
29189211600,5855,1329.195126,854.5429934,1501,3765,187
29189211700,3828,1091.769448,712.0371236,1046,2497,74
29189211801,3553,930.4965778,485.7746104,315,3011,70
29189211802,3483,882.9713042,469.9096101,319,3015,47
29189211900,4495,853.6009113,387.826968,220,4053,72
29189212002,2866,625.8474601,294.515451,111,2613,43
29189212003,3441,832.1008247,376.9020584,217,3121,34
29189212004,3506,1059.18737,504.2170101,145,3266,13
29189212101,3467,771.9593247,378.3018548,180,3094,47
29189212102,2675,543.6484786,276.5788529,142,2424,30
29189212201,3792,1220.683662,586.4259921,118,3524,37
29189212202,2079,483.2846787,224.2733864,35,1955,6
29189212300,4623,1249.175137,662.8150729,667,3684,70
29189212400,2173,527.9314241,280.7382577,219,1839,49
29189212500,4599,1192.584449,708.8298604,757,3563,68
29189212600,4374,1184.522195,781.2069303,1314,2747,105
29189212701,3069,774.6313395,454.9854594,524,2320,86
29189212702,1881,451.9665338,274.7431401,428,1328,42
29189213102,377,92.4003447,72.45741603,245,55,25
29189213103,3278,800.9272326,752.1826472,1865,919,226
29189213104,1029,224.7165726,163.4230768,465,424,78
29189213202,7012,1508.911551,1407.630857,4359,828,305
29189213203,5014,1339.598728,1341.425194,3680,670,211
29189213204,3905,782.4508356,666.6302506,1873,999,450
29189213301,3429,621.5109992,481.6331328,1535,1321,255
29189213302,3726,692.5874015,497.399134,1362,1537,503
29189213401,4644,836.0126689,616.1391154,1585,1938,716
29189213402,1878,315.3788178,261.3873785,826,548,351
29189213500,5222,1011.263778,817.9114869,2592,1673,526
29189213600,3431,736.8935211,405.602806,448,2601,240
29189213701,836,179.0674976,109.193798,208,494,55
29189213702,3986,1105.480214,642.2136165,1119,2327,121
29189213800,4720,1375.092769,654.0603488,95,4416,58
29189213900,1437,375.1358848,168.2326465,19,1365,21
29189214100,1080,299.6831904,136.7110384,21,993,38
29189214200,2882,772.8552855,377.3092986,212,2492,63
29189214300,3714,869.5522259,520.5273943,951,2188,339
29189214400,4789,962.5663143,852.5799614,2544,1209,672
29189214500,3173,725.8823787,617.9084244,1715,696,399
29189214601,3891,785.7562224,661.8940306,2072,1018,417
29189214602,4052,719.2540062,669.4739587,2191,875,577
29189214700,6721,1292.022885,1068.50392,3259,1718,1194
29189214800,5481,1138.65306,1000.64146,3277,1341,390
29189214901,3196,677.5930042,568.9251784,1767,869,203
29189214902,3241,595.6676702,485.5688974,1392,1007,525
29189215001,2840,532.8016561,424.2212531,1314,352,125
29189215003,4412,1396.762123,1163.600988,3318,434,132
29189215004,3427,888.9457161,684.1479326,1925,794,159
29189215005,5941,1544.480555,1201.258825,3506,985,182
29189215102,4979,1356.81615,1116.999104,3251,640,250
29189215103,2577,731.8792935,625.381162,1714,323,108
29189215105,2434,649.1409666,610.8844305,1782,168,122
29189215141,4229,1359.507969,1234.976787,3312,293,95
29189215143,2901,747.469589,724.9694837,2161,254,165
29189215144,5672,1611.816345,1418.48448,3837,768,203
29189215145,4914,1114.713317,914.0470538,2625,828,299
29189215146,2632,339.3082104,228.7495375,968,648,123
29189215201,6657,1766.981602,1674.513329,4664,694,266
29189215231,4751,1388.754447,1290.416641,3706,220,207
29189215233,5234,1499.778788,1374.771876,3619,500,205
29189215234,2071,404.3942208,469.361092,1650,149,92
29189215235,4612,1319.017131,1303.162352,3377,113,144
29189215236,3250,1053.996818,1053.900286,2792,65,72
29189215301,4689,1488.560236,1243.940636,3391,285,142
29189215302,3386,1053.820069,1028.324808,2643,108,89
29189215400,5507,1736.232185,1698.831507,4741,56,140
29189215500,5260,1722.519409,1239.727161,3565,450,174
29189215600,5042,1271.750677,721.1180204,1379,2254,287
29189215700,5681,1889.622719,988.5859432,1007,3948,264
29189215801,3943,1463.436938,1022.99556,2909,596,137
29189215802,1602,445.8888132,315.8705204,1066,378,58
29189215803,2430,724.3513136,492.081008,1600,363,112
29189215901,3337,1205.881058,657.7764277,1061,1941,103
29189215902,3161,1082.379608,543.2758629,484,2430,61
29189216000,1542,482.4992529,245.5233557,218,1190,52
29189216101,3337,939.8601016,551.0704556,1725,446,176
29189216102,2262,537.0839773,294.8176358,972,615,117
29189216201,3827,1374.149426,911.4446306,2900,464,145
29189216202,3950,1362.981976,943.1458115,2933,481,156
29189216300,7068,1545.350882,975.8809843,4593,576,387
29189216401,2762,899.6815885,636.7003851,2175,65,80
29189216402,3071,867.7935323,615.2219095,2182,95,138
29189216500,5279,1382.295242,1100.000497,3668,746,165
29189216600,2492,695.4422373,587.4408225,1962,114,78
29189216700,3539,1179.294613,848.1539463,2628,487,174
29189216800,3189,1106.004552,755.3245415,2533,208,120
29189216900,2333,652.7381407,424.5247543,1663,390,81
29189217000,4002,1152.567793,790.0644644,3047,406,178
29189217200,1899,499.0735216,363.5777236,1273,287,84
29189217300,3064,880.8857024,759.1868704,2363,204,126
29189217400,4915,1381.806108,1301.717694,4094,128,153
29189217500,5587,1692.311295,1869.409822,4991,58,111
29189217600,7577,2223.256517,2510.71597,6661,86,215
29189217701,5425,1455.248833,1702.46284,4386,119,163
29189217702,7813,2140.6436,2221.636374,5984,170,599
29189217802,7426,2062.729473,2151.693532,5901,187,224
29189217806,5595,1334.926748,1506.697292,4465,163,225
29189217807,6462,1768.536952,1879.3072,5321,259,201
29189217841,5280,1489.080377,1532.057979,3954,210,148
29189217851,3168,953.4476134,1035.080642,2687,59,75
29189217852,6729,1880.384013,2201.805309,5648,147,161
29189217853,5015,1250.297627,1297.943407,3453,158,129
29189217854,2290,684.2986405,768.9171956,1880,48,61
29189217921,4833,1241.636377,1498.785844,3929,109,157
29189217923,7103,1865.293267,1980.025399,5771,217,280
29189217931,6366,1627.527216,1741.044948,5220,195,257
29189217932,5144,1371.559828,1413.798211,3793,95,152
29189217941,6016,1627.947752,1678.233574,5019,159,192
29189217942,5402,1411.641107,1444.705232,4445,144,170
29189217943,3505,845.6257089,945.445656,2649,126,104
29189217944,5818,1524.629514,1676.207003,4537,133,153
29189218012,4955,1448.075577,1554.325334,4351,74,109
29189218013,5814,1625.031101,1607.054347,4753,176,284
29189218014,1573,490.4207091,464.9139867,1420,24,39
29189218015,2914,894.2753884,972.9720547,2532,22,72
29189218016,3991,715.8888893,665.4444446,2515,319,268
29189218102,3122,721.8857594,782.6840632,2533,180,88
29189218104,1793,393.3260926,377.9725874,1334,127,193
29189218105,3616,808.2373635,793.8411436,2963,153,118
29189218201,3274,986.0264607,860.3365849,2911,96,66
29189218300,4313,1363.146981,1166.434026,3729,208,120
29189218401,4151,1285.479619,1269.943847,3770,69,112
29189218402,5054,1621.245512,1464.683355,4542,57,120
29189218500,5064,1624.177217,1444.89448,4587,74,146
29189218600,2801,902.3130575,729.1516509,2139,383,108
29189218800,6176,1995.38889,1850.444445,5706,41,178
29189218901,3425,1049.006454,715.0953633,1962,1014,106
29189218902,2928,979.8268983,756.2827371,2074,471,135
29189219100,3950,1382.147905,968.2516396,3497,68,138
29189219200,2679,853.3015667,634.45682,2391,57,96
29189219300,2170,757.34884,558.3491641,1831,115,69
29189219400,6335,2105.888729,1761.020002,5791,70,149
29189219501,4764,1534.915533,1188.963587,4098,159,176
29189219502,2553,834.4870976,689.1661987,2380,21,53
29189219601,4176,1222.141998,1061.367683,3540,214,141
29189219602,2579,828.8870072,660.1994397,2188,92,89
29189219700,5887,1440.584947,1325.656119,4798,304,253
29189219801,3782,844.4562906,802.5851372,3203,81,158
29189219802,3757,903.3207867,858.754356,3086,243,113
29189219900,6101,1248.380022,1196.855905,4804,121,182
29189220001,5090,1122.644399,1073.320147,4463,98,130
29189220002,3199,747.5755079,711.4634114,2689,133,119
29189220101,3231,551.9498073,558.2546335,2691,94,156
29189220102,4503,745.7057696,711.98953,3593,142,131
29189220200,5704,781.574838,806.8891088,4355,425,370
29189220300,1763,311.367726,298.5194458,1243,274,86
29189220441,6024,1388.265618,1596.57528,5292,146,201
29189220442,4473,1110.403714,1225.119658,4024,73,116
29189220443,4132,983.5565572,1080.271675,3605,138,99
29189220445,4940,1280.653897,1613.287272,4494,37,95
29189220446,4414,1206.424487,1460.291796,4054,40,94
29189220447,3292,660.5861596,694.1822038,2840,131,108
29189220448,5197,1250.203383,1298.175478,4402,201,193
29189220449,5189,1374.722234,1524.450156,4627,97,153
29189220450,2832,736.284219,863.1461975,2566,28,53
29189220451,4075,1034.75812,1295.931297,3708,33,101
29189220452,3881,995.3109886,1198.418022,3496,47,91
29189220501,6421,1292.924941,1269.384121,5386,179,291
29189220503,2670,633.388156,637.8094414,2292,67,80
29189220504,3873,742.3720759,733.7634979,2970,318,176
29189220601,6746,1686.501685,1671.243941,5781,149,211
29189220602,5760,1236.550021,1270.556891,4960,135,159
29189220701,3329,782.4847298,778.1567098,2916,58,89
29189220702,3867,977.221434,1003.548985,3453,24,118
29189220703,2832,728.6493999,737.9706385,2517,31,110
29189220801,5657,1534.581191,1467.14492,4837,246,187
29189220802,5073,1385.700556,1355.161608,4408,147,145
29189220803,4897,1546.863686,1541.580552,4429,33,132
29189221000,3323,835.8225036,696.5486271,2129,752,113
29189221100,1847,583.6858047,533.5333994,1676,26,47
29189221201,3875,1032.189291,1235.991374,3513,4,71
29189221202,6219,1641.696332,1901.620321,5559,53,160
29189221332,4642,1176.894181,1300.172851,4153,63,97
29189221335,5855,1669.842069,1908.107577,5193,148,127
29189221336,3781,994.7390954,1097.937369,3353,51,95
29189221337,3823,986.4323729,1056.328599,3351,48,101
29189221338,3051,619.3830486,647.1528276,2308,362,103
29189221339,3739,1024.420502,1182.010799,3362,43,94
29189221421,7476,1886.491638,2251.958094,6626,67,170
29189221423,3989,1092.319521,1294.084179,3625,24,102
29189221424,4912,1178.941522,1368.497336,4436,29,83
29189221425,5688,1399.150781,1633.336134,5003,85,123
29189221426,2944,700.8780131,806.2525081,2629,14,87
29189221502,7476,1764.324301,2190.07859,6802,57,186
29189221503,7682,1381.000001,1878.000002,6313,678,275
29189221506,5003,1267.03896,1483.701468,4260,78,153
29189221621,4512,1135.504972,1516.745583,4061,49,133
29189221624,3369,870.1703743,1030.182924,2755,45,126
29189221625,7131,1777.505832,2043.838816,5831,144,286
29189221626,5953,1595.141477,1949.762589,5057,99,178
29189221627,6677,1659.38484,2087.457429,5340,125,223
29189221629,5600,1349.560066,1666.733511,4217,67,169
29189221630,2227,632.3271332,666.6094417,1678,96,75
29189221631,5721,1237.494879,1360.204066,3530,168,437
29189221800,3098,724.274851,346.4765409,298,2479,160
29189221900,3871,1192.066386,1030.451373,3423,90,113
29189222000,3687,912.9787431,1109.41959,3411,38,67
29189222100,5298,1294.99971,1635.327115,4597,83,164
29195090100,2409,452.5713743,573.4204816,2050,117,74
29195090200,2207,370.821231,486.8033543,2020,48,78
29195090300,2960,361.6755666,433.9486002,2010,130,502
29195090400,2826,403.1003983,507.3638136,1890,222,485
29195090500,5124,702.687292,816.6043917,3196,465,916
29195090600,2954,442.3221145,517.6272474,1741,149,709
29195090700,2520,461.7986139,754.8389375,2355,28,27
29195090800,2333,463.9325526,696.75453,2211,13,39
29197470100,1882,313.1126268,512.5171797,1793,0,29
29197470200,2150,335.1832367,485.8310478,2071,0,18
29199480100,2833,414.5961259,658.9914203,2756,7,18
29199480200,1883,268.4233939,450.8198912,1781,5,17
29201780100,3160,2.1558422,3.63996379,2922,29,75
29201780200,4165,671.0602459,1111.317388,3828,30,64
29201780300,2575,454.541504,805.483754,2375,20,58
29201780400,4986,839.9455944,1434.684332,4387,213,88
29201780600,4206,662.6607256,1023.467896,3331,470,146
29201780700,2892,497.0061265,474.0542353,1125,1559,49
29201781000,4019,447.0904806,644.7816714,3692,49,111
29201781100,3230,322.4342942,536.266208,3052,15,49
29201781201,2546,429.5307632,384.9844782,1084,1182,124
29201781202,3180,482.2256175,689.5318078,2331,567,98
29201781300,3100,559.4649825,831.1747991,2468,368,73
29203470100,2880,608.9309616,948.7907131,2688,4,46
29203470200,4151,756.6245939,1242.542621,3763,3,95
29205450100,1802,323.3758486,549.894696,1668,15,44
29205450200,2542,431.2920731,707.5153968,2409,4,40
29205450300,1759,254.3992717,444.8203818,1672,5,33
29207470100,3634,600.4959133,1103.766691,3397,29,40
29207470200,4066,641.510851,1257.330887,3807,11,58
29207470300,4090,627.5844854,1107.950101,3853,19,58
29207470400,2550,437.0630563,725.8986675,2351,62,43
29207470500,3501,412.7786522,775.1396066,3135,49,151
29207470600,5118,774.0702016,1266.886434,4736,51,119
29207470700,2549,390.0697547,686.2420766,2306,77,67
29207470800,3164,563.7865746,877.2219215,3025,7,30
29209090101,3517,445.621493,830.8550073,3237,11,66
29209090102,4107,390.3685781,1001.291526,3779,6,60
29209090201,2170,372.6816376,571.3826774,1948,11,58
29209090202,2606,402.3528241,581.34302,2383,5,55
29209090401,2773,407.7862293,669.0659385,2557,8,54
29209090402,2241,486.4576464,822.2345082,2076,6,46
29209090501,1645,367.1773898,575.8860893,1455,11,39
29209090502,3555,782.3364096,1244.025685,3263,2,93
29209090603,1431,328.774741,499.4505935,1300,3,36
29209090604,1742,395.5721134,612.7969567,1615,8,46
29209090605,2491,479.8135708,775.3178573,2181,9,125
29209090606,2798,430.0514793,715.7356785,2502,5,104
29211480100,1879,314.1902906,539.1409964,1723,6,86
29211480200,1281,188.6563364,335.5563562,1202,4,28
29211480300,2839,357.5422623,522.2470923,1582,198,940
29213480106,2234,328.9491883,493.1113098,1644,71,242
29213480107,1733,309.2819563,459.7269096,1435,31,129
29213480108,3190,486.5134305,712.1478931,2384,76,435
29213480109,2399,383.5035884,580.1174672,1873,66,231
29213480203,3954,554.1376721,882.3528728,3403,16,248
29213480204,3360,509.5113105,887.6669922,2932,23,140
29213480205,1202,163.9654146,258.4374683,1025,20,80
29213480206,3160,492.9605509,785.3812225,2538,54,320
29213480207,3519,580.3044392,932.6702364,2969,40,246
29213480208,3078,455.5150152,714.8760684,2483,47,310
29213480301,5149,845.1072457,1401.827291,4412,63,249
29213480302,4393,670.6383969,1089.759751,3787,61,231
29213480402,2326,424.4208466,797.866594,2179,7,34
29213480403,3330,536.2514578,868.8394557,3025,17,80
29213480404,2332,409.6556425,722.2362641,2138,4,47
29213480501,2250,406.1651884,682.2428579,2019,7,81
29213480503,4313,535.3754058,860.6828987,2953,182,807
29213480504,4144,531.4109502,836.8033874,3269,66,419
29215480101,3225,473.3032947,837.1663317,2963,26,82
29215480102,4251,503.0111146,870.0248636,3295,694,93
29215480201,2696,399.5975151,740.5149238,2511,15,28
29215480202,2298,362.8920916,617.5989532,2115,13,51
29215480301,3064,501.3369785,787.1932911,2829,5,77
29215480302,3071,488.1628472,826.4145221,2823,12,80
29215480401,3816,635.0129937,1080.319457,3535,21,75
29215480402,2066,321.5504289,584.3764855,1921,4,29
29217950100,3277,545.2896281,1002.212788,3067,2,20
29217950200,1758,251.1078836,421.1661361,1661,1,12
29217950300,5887,860.8763946,1317.034157,5261,68,152
29217950400,3339,397.7861004,549.9959975,2919,32,137
29217950500,2833,379.3753449,658.3731718,2634,7,45
29217950600,2613,440.3516211,765.8536402,2424,0,60
29219820104,4104,757.144725,1159.593263,3752,20,95
29219820105,3483,478.4874984,702.8708415,2878,94,205
29219820106,4951,841.1111027,1241.130004,4403,79,147
29219820107,3670,550.2118722,817.6969337,3143,134,91
29219820108,5450,841.9211275,1190.231246,4434,248,383
29219820109,3828,602.5682561,867.7918973,3222,97,246
29219820201,2342,497.7892938,718.4470901,2133,16,80
29219820203,3763,576.2699264,925.0642854,3473,22,68
29219820204,3941,813.2345482,1207.953377,3665,21,85
29221460101,2848,374.3796724,651.3813954,2632,7,22
29221460102,3570,508.4336351,860.6935459,3281,26,45
29221460200,4302,604.3256068,1041.399461,4001,5,42
29221460300,4361,411.0614124,722.7876823,3529,532,58
29221460400,4508,582.6724441,991.9810876,4236,34,32
29221460500,3925,556.3958134,984.6764956,3699,6,28
29223690100,2740,501.2357223,888.6913595,2541,7,40
29223690200,2663,498.7436096,892.0609431,2467,10,37
29223690300,3604,600.1297948,980.685203,3293,23,58
29223690400,1967,332.94643,592.1180511,1792,10,20
29225470101,5305,826.9968038,1460.566094,4824,23,119
29225470102,5703,854.055712,1359.979913,5279,3,72
29225470201,5544,880.2605827,1496.764982,5044,26,130
29225470202,4519,706.6916656,1087.740047,4124,25,104
29225470301,5815,482.7057225,653.8653853,5244,20,161
29225470302,5323,694.0700131,1197.063478,5054,5,61
29225470401,3841,433.1528285,788.7600762,3571,11,99
29225470402,3035,426.219436,737.6361543,2753,90,44
29227960100,1973,380.964789,601.5096506,1887,0,25
29229490100,3641,401.8829468,805.704945,3411,27,47
29229490200,4103,571.7014752,1063.831954,3781,41,93
29229490300,5209,711.4920349,1402.683545,4741,32,81
29229490400,5235,719.6539233,1286.926634,4721,18,149
29510101100,2569,545.2190251,489.0935547,1859,164,175
